program_image_url,university_name,level,program_name,destination,location,campus_city,tuition_1st_year,application_fee,duration,success_rate,intake_terms,deadlines,prerequisites,must_requirements,tags,source_url
https://storage-prtl-co.imgix.net/endor/studies/293990/covers/1782728086_malta-cover.png,University of Malta,M.Sc.,Digital Games (by Research),Malta,"Msida, Malta",Msida,13400 EUR / year (International); Free (EU/EEA),400 EUR (Annual Enrolment Fee for Local/EU/EEA),24 months,Not specified,"October 4, 2027","July 1, 2027 (International); July 22, 2027 (National/EEA/EU)","Bachelor degree in Information Technology, Engineering, Communications, Humanities, Social Sciences, or other area deemed appropriate by Board: required; Portfolio of recent works: required; Letter of motivation: required; Research proposal aligned with previous degree(s): required",Bachelor degree from this University or from a university recognised by Senate; Portfolio submission; Motivation letter; Research proposal; Possible interview requirement; Supervisor availability for research topic,"Research-focused program (Program Type): Thesis-based with 30 ECTS taught units and 90 ECTS research project; Full-time study (Format): On-campus delivery; English-taught (Language): TOEFL IBT 95, PTE 71, or IELTS 6.5 required; Career pathway (Outcomes): Digital games industry or doctoral studies; EU/EEA funding (Funding): Free tuition for EU/EEA nationals with 400 EUR annual enrollment fee",https://www.mastersportal.com/studies/294031/digital-games.html
https://storage-prtl-co.imgix.net/endor/studies/340497/covers/1782730136_malta-cover.png,University of Malta,LL.M.,European Business Law,Malta,"Msida, Malta",Msida,7200 EUR / year (International); Free (EU/EEA Nationals),400 EUR (Annual Enrolment Fee for Local/EU/EEA),18 months,Not specified,"October 5, 2026; February 9, 2027; June 8, 2027","Not specified; January 30, 2027; Not specified",TOEFL IBT 95 or PTE Academic 71 or IELTS 6.5: English proficiency; GPA Lower Second Class: minimum grade,"Bachelor degree in Law with Second Class Honours or Category II, or comparable degree; Board may consider applicants with European Studies, Political Science, Economics degrees with Second Class Honours or Category II","Specialist in European Business Law (Subject Area): covers IT law, Company Law, Consumer Law, Competition law, Financial Services Law, Labour Law; Taught program format (Format): directed reading, research, seminars, dissertation component; Career pathway (Career): positions in law firms, companies, banks, financial institutions, EU institutions",https://www.mastersportal.com/studies/294047/european-business-law.html
https://storage-prtl-co.imgix.net/endor/studies/340497/covers/1782730152_malta-cover.png,University of Malta,LL.M.,European and Comparative Law,Malta,"Msida, Malta",Msida,7200 EUR / year (International); Free (EU/EEA),400 EUR (Annual Enrolment Fee for Local/EU/EEA),18 months,Not specified,"October 5, 2026; February 9, 2027; June 8, 2027","Not specified; January 30, 2027; Not specified",Lower Second Class GPA: minimum grade; TOEFL IBT 95 OR PTE Academic 71 OR IELTS 6.5: English proficiency; Bachelor degree in Law with Second Class Honours minimum OR comparable degree from recognized institution: required,"Bachelor degree in Law as main area of study with at least Second Class Honours; Doctor of Laws degree; or comparable degree from University of Malta or recognized overseas institution; Board may consider applicants with degrees in European Studies, Political Science, Economics with Second Class Honours","European Law (Subject Area): focuses on EU Law and comparative law; Specialization options (Subject Area): competition law, internal market law, company law, consumer law, trade law, justice and home affairs; Career pathway (Format): positions with European Institutions, international organizations, government, private practice; Research-based (Format): includes dissertation component and guided research; Part-time option (Format): available over two academic years; PhD preparation (Format): foundation for doctoral studies",https://www.mastersportal.com/studies/294048/european-and-comparative-law.html
https://storage-prtl-co.imgix.net/endor/studies/340520/covers/1782989349_malta-cover.png,University of Malta,M.Sc.,Tourism Development and Culture,Malta,"Msida, Malta",Msida,Free,Not specified,24 months,Not specified,"October 5, 2026; October 5, 2027","July 22, 2026 (National); July 1, 2027 (International)",Upper Second Class honours degree or equivalent: required; TOEFL IBT 95 or PTE Academic 71 or IELTS 6.5: English proficiency,Bachelor degree with at least Second Class (Honours) Upper Division; first cycle degree from approved higher education institution,"Erasmus Mundus Joint Masters (Funding): Erasmus-funded programme run jointly with the University of Glasgow, launched under the Erasmus Mundus scholarship programmes; Tourism and leisure (Subject Area); On-campus delivery (Format); International mobility program (Program Type); 120 ECTS credits (Credential); Scholarships available (Funding)",https://www.mastersportal.com/studies/294059/tourism-development-and-culture.html
https://storage-prtl-co.imgix.net/endor/studies/294060/covers/1782731453_malta-cover.png,University of Malta,M.Sc.,Gerodontology (Dental Surgery),Malta,"Msida, Malta",Msida,13400 EUR / year (International); Free (EU/EEA),400 EUR Annual Enrolment Fee + 5000 EUR Annual Bench Fees (for Local/EU/EEA),36 months,Not specified,"October 5, 2026; February 9, 2027; June 8, 2027","Not specified; January 30, 2027; Not specified",Lower Second Class GPA: minimum grade; TOEFL IBT 95 OR PTE Academic 71 OR IELTS 6.5: English proficiency; Degree of Master of Dental Surgery awarded from July 2018 onwards or Bachelor of Dental Surgery with at least Second Class Honours or better: required,Bachelor of Dental Surgery or Master of Dental Surgery from recognized institution; Interview may be required; Alternative: other academic/professional qualifications with minimum 10 years documented professional experience,Specialization in Gerodontology (Subject Area): clinical practice in geriatric dental care; Research-focused (Format): final year dedicated to research project; Clinical training (Format): teaching clinics and domiciliary services; Career pathway (Outcomes): public/private sector employment and academic opportunities,https://www.mastersportal.com/studies/294060/gerodontology.html
https://storage-prtl-co.imgix.net/endor/studies/294064/covers/1782390003_malta-cover.png,University of Malta,M.Arch.,Architecture (Architecture and Urban Design),Malta,"Msida, Malta",Msida,13400 EUR / year (International); Free (EU/EEA),Not specified,24 months,Not specified,"October 4, 2027","July 1, 2027 (International); July 22, 2027 (National/EEA/EU)",First cycle degree in Built Environment Studies from University of Malta with at least Second Class (Honours): required; minimum credits in relevant thematic study-units as specified by Faculty Board: required; compensated passes limited to 4 ECTS credits at Faculty discretion: condition,Possession of qualifying first-cycle degree or comparable qualification; transcript showing successful completion of minimum credits in thematic study-units; IELTS 6.5 or TOEFL iBT 95 or PTE Academic 71,EU accredited architectural qualification (Professional Recognition); Bologna Process compliant (Format); Masters dissertation and synoptic final project (Assessment); Sustainable urban design focus (Subject); Scholarships available (Funding),https://www.mastersportal.com/studies/294064/architecture.html
https://storage-prtl-co.imgix.net/endor/studies/340845/covers/1782728348_malta-cover.png,University of Malta,M.Eng.,Engineering (Structural Engineering),Malta,"Msida, Malta",Msida,13400 EUR / year (International); Free (EU/EEA),Not specified,24 months,Not specified,"October 5, 2026; October 5, 2027","July 22, 2026 (National); July 1, 2027 (International)",First cycle degree in Built Environment Studies from University of Malta with minimum Second Class (Honours): required; or comparable qualification deemed acceptable by Senate on Faculty Board recommendation: alternative; successful completion of minimum credits in relative thematic study units as indicated in Faculty Board-approved Schedule: required,Possession of first cycle Built Environment Studies degree with at least Second Class (Honours) or deemed comparable qualification; transcript showing minimum required credits in relevant thematic units; GPA requirement of Lower Second Class minimum; English language proficiency (IELTS 6.5 or equivalent),Scholarships available (Funding); On-campus delivery (Format); Structural engineering focus (Subject Area); 120 ECTS credits (Academic Structure); Professional engineer qualification pathway (Career Outcomes),https://www.mastersportal.com/studies/294065/engineering.html
https://storage-prtl-co.imgix.net/endor/studies/341041/covers/1782822475_malta-cover.png,University of Malta,M.A.,Global Maritime Archaeology,Malta,"Msida, Malta",Msida,"10000 EUR total due in Year 1 (Eur 1,000 deposit upon acceptance + Eur 9,000 upon commencement); same for International and EU/EEA; headline rate shown as 6666 EUR/year","1000 EUR (Deposit upon acceptance, credited toward Year 1 tuition)",18 months,Not specified,"October 5, 2026; February 9, 2027; June 8, 2027","Not specified; January 30, 2027; Not specified","First cycle degree in Archaeology, Geography, History, Oceanography or other area approved by Faculty Board: required; Second Class (Honours) or Category II classification: minimum grade; Third Class holders must demonstrate additional qualifications through interview: alternative pathway",First cycle degree at Second Class (Honours) minimum or Category II classification; IELTS 6.5 or TOEFL 95 or PTE 71; Lower Second Class GPA,Maritime Archaeology (Subject Area); Hands-on fieldwork training (Teaching Format); Conservation techniques education (Subject Area); Dissertation component (Teaching Format),https://www.mastersportal.com/studies/294066/global-maritime-archaeology.html
https://storage-prtl-co.imgix.net/endor/studies/293896/covers/1782827393_malta-cover.png,University of Malta,Master,Knowledge-Based Entrepreneurship,Malta,"Msida, Malta",Msida,"EUR 3,000/year (EU/EEA); EUR 10,200/year (International)",Not specified,18 months,Not specified,"October 5, 2026; February 9, 2027; June 8, 2027","Not specified; January 30, 2027; Not specified","Bachelor degree with at least Second Class (Honours) or Category II in Science, IT, Engineering, Media, Communications, or Humanities: required; English proficiency: TOEFL IBT 95 or PTE Academic 71 or IELTS 6.5; GPA: Lower Second Class",Bachelor degree in specified disciplines required; applicants with Third Class Honours may apply with additional qualifications or five years relevant work experience,Entrepreneurship (Discipline); Management Studies (Discipline); On Campus (Format); Full-time (Format); 90 ECTS credits,https://www.mastersportal.com/studies/294067/knowledge-based-entrepreneurship.html
https://storage-prtl-co.imgix.net/endor/studies/294070/covers/1782827615_malta-cover.png,University of Malta,M.A.,Mediterranean Studies,Malta,"Msida, Malta",Msida,"EUR 10,800/year (International); Free (EU/EEA, plus EUR 400/year annual enrollment fee)",Not specified,18 months,Not specified,"October 5, 2026; February 9, 2027; June 8, 2027","Not specified; January 30, 2027; Not specified",First cycle degree with at least Second Class Honours/Category II in any subject: required; First cycle degree with Third Class Honours/Category III plus additional qualifications: alternative route; English proficiency: TOEFL IBT 95 OR PTE Academic 71 OR IELTS 6.5,First cycle degree with at least Second Class Honours/Category II in any subject OR Third Class Honours/Category III plus additional qualifications,"Interdisciplinary Mediterranean region focus (Subject Area); Careers in EU affairs, journalism, broadcasting, education, museums (Career Outcomes); 90 ECTS credits",https://www.mastersportal.com/studies/294070/mediterranean-studies.html
https://storage-prtl-co.imgix.net/endor/studies/340598/covers/1782908246_malta-cover.png,University of Malta,M.Psych,Neuropsychology,Malta,"Msida, Malta",Msida,"EUR 13,400/year (International); Free (EU/EEA)",Not specified,24 months,Not specified,"October 5, 2026; February 9, 2027; June 8, 2027","Not specified; January 30, 2027; Not specified",Bachelor degree in Psychology with at least Second Class Honours (Upper Division): required; Bachelor in Psychology with Second Class Honours (Lower Division) plus Master's in Psychology-related area: alternative route; Bachelor in Psychology or related area with at least Category IIA or Second Class Honours (Upper Division): alternative route; Proficiency in Maltese Language: required; GPA: Lower Second Class; English proficiency: TOEFL iBT 95 OR PTE Academic 71 OR IELTS 6.5,Not specified,On Campus (Format); Psychology (Discipline); Neuroscience (Discipline); 120 ECTS credits; 9 hours supervised field placement weekly; Dissertation required; Professional warrant eligibility after 2 years supervised practice,https://www.mastersportal.com/studies/294072/neuropsychology.html
https://storage-prtl-co.imgix.net/endor/studies/340845/covers/1782728311_malta-cover.png,University of Malta,M.Psych,Educational Psychology,Malta,"Msida, Malta",Msida,"EUR 13,400/year (International); Free (EU/EEA)",Not specified,24 months,Not specified,"October 5, 2026; October 5, 2027","July 22, 2026 (National); July 1, 2027 (International)",Bachelor degree in Psychology with at least Second Class Honours (Upper Division): required; Bachelor degree in Psychology with at least Second Class Honours (Lower Division) together with a Master's degree in Psychology-related areas: alternative route; Proficiency in Maltese language: required; GPA: Lower Second Class; English proficiency: TOEFL IBT 95 OR PTE Academic 71 OR IELTS 6.5,Proficiency in Maltese language is mandatory; Bachelor qualification in Psychology or related field required,On Campus (Format); 120 ECTS credits; Educational Psychology (Subject Area); 9 hours weekly supervised field placement,https://www.mastersportal.com/studies/294074/educational-psychology.html
https://storage-prtl-co.imgix.net/endor/studies/340594/covers/1782473191_malta-cover.png,University of Malta,M.Psych,Clinical Psychology,Malta,"Msida, Malta",Msida,"EUR 13,400/year (International); Free (EU/EEA)",Not specified,24 months,Not specified,"October 4, 2027","July 1, 2027 (International); July 22, 2027 (National/EEA/EU)",Bachelor degree in Psychology with at least Second Class Honours (Upper Division) or equivalent: required; Bachelor with Second Class Honours (Lower Division) plus Master's in Psychology-related field: alternative route; Bachelor in Psychology with Category IIA or related degree with Second Class Honours (Upper Division): alternative route; Proficiency in Maltese language: required; GPA: Lower Second Class; English proficiency: TOEFL IBT 95 OR PTE Academic 71 OR IELTS 6.5,Applicants must be proficient in the Maltese language,Clinical Psychology (Discipline); On Campus (Format); 120 ECTS credits; English-taught,https://www.mastersportal.com/studies/294075/clinical-psychology.html
https://storage-prtl-co.imgix.net/endor/studies/294076/covers/1782912307_malta-cover.png,University of Malta,M.Sc.,Strategic Management and Marketing,Malta,"Msida, Malta",Msida,"EUR 10,800/year (non-EU/EEA); Free (EU/EEA, plus EUR 400/year annual enrollment fee)",Not specified,18 months,Not specified,"October 5, 2026; October 5, 2027","July 22, 2026 (National); July 1, 2027 (International)",Bachelor of Commerce degree in same/related areas with Category II minimum or Second Class Honours: required; GPA: Lower Second Class; English proficiency: IELTS 6.5 or TOEFL iBT 95,Possession of Bachelor of Commerce from University of Malta in same or related study areas,On Campus (Format); Marketing (Subject Area); Management Studies (Discipline); English-taught,https://www.mastersportal.com/studies/294076/strategic-management-and-marketing.html
https://storage-prtl-co.imgix.net/endor/organisations/362/covers/1550829270_university-of-malta-cover.jpg,University of Malta,MA,Master of Arts in Criminology (Preparatory Programme),Malta,"Msida, Malta",Msida,"EUR 8,500/year (International); Free (EU/EEA)",Not specified,12 months,Not specified,"September 29, 2026",Not specified,Bachelor degree with at least Category II from University of Malta in relevant area: required; Bachelor degree from another recognized university comparable to above: alternative route; Interview conducted by interviewing board: required,Not specified,Pre-Master's (Programme Type): Preparatory Programme; On Campus (Format); Criminal Law (Discipline); Criminology (Discipline); 30 ECTS credits; English-taught,https://www.mastersportal.com/studies/294103/master-of-arts-in-criminology.html
https://storage-prtl-co.imgix.net/endor/studies/340844/covers/1782389486_malta-cover.png,University of Malta,M.Sc.,Anatomy,Malta,"Msida, Malta",Msida,"EUR 8,933/year (International); Free (EU/EEA, plus EUR 400/year annual enrollment fee)",Not specified,18 months,Not specified,"October 4, 2027","July 1, 2027 (International); July 22, 2027 (National/EEA/EU)","Bachelor's degree in Medicine, Pharmacy, Dental Surgery, or related field with minimum Lower Second Class honours: required; degree obtained within last 10 years (exceptions considered); English proficiency: TOEFL IBT 95 or IELTS 6.5 or PTE Academic 71","Applicants must possess Doctor of Medicine and Surgery, Bachelor of Dental Surgery, Master of Dental Surgery, Bachelor of Pharmacy (Honours) with Second Class minimum, or equivalent qualification",Research-focused (Format); 90 ECTS credits; On Campus (Format); Health Sciences (Subject Area); Career paths in pharmaceutical/life sciences industries,https://www.mastersportal.com/studies/340082/anatomy.html
https://storage-prtl-co.imgix.net/endor/studies/340844/covers/1782389500_malta-cover.png,University of Malta,M.A.,Anthropology,Malta,"Msida, Malta",Msida,"EUR 10,800/year (International); Free (EU/EEA, plus EUR 400/year annual enrollment fee)",Not specified,18 months,Not specified,"October 4, 2027","July 1, 2027 (International); July 22, 2027 (National/EEA/EU)",Bachelor of Arts (Honours) with Second Class or better in same/related field: required; Bachelor of Arts with minimum 55% average in relevant area: alternative route; comparable degree: alternative route; GPA: Lower Second Class; English proficiency: TOEFL IBT 95 OR PTE Academic 71 OR IELTS 6.5,Applicants must be in possession of a Bachelor degree meeting specified criteria or comparable qualification,"Research-focused (Format): dissertation-based; Career paths: archaeology, biological anthropology, medical anthropology; Research focus areas: human behavior, culture, environment, ethnicity, religion, urban development, medical practices",https://www.mastersportal.com/studies/340089/anthropology.html
https://storage-prtl-co.imgix.net/endor/studies/294076/covers/1782912295_malta-cover.png,University of Malta,M.Sc.,Space Sciences and Astronomy,Malta,"Msida, Malta",Msida,"EUR 8,933/year (International); Free (EU/EEA, plus EUR 400/year annual enrollment fee)",Not specified,18 months,Not specified,"October 5, 2026; October 5, 2027","July 22, 2026 (National); July 1, 2027 (International)",Bachelor of Science (Honours) in Physics/Computational Physics/Statistics with Second Class (Honours) minimum: required; Bachelor of Engineering (Honours) with Second Class (Honours) minimum: alternative route; Bachelor of Science (Honours) in ICT with Second Class (Honours) minimum: alternative route; Related Bachelor degree with Second Class (Honours): alternative route; Comparable qualification deemed by Senate: alternative route; English proficiency: TOEFL iBT 95 or PTE Academic 71 or IELTS 6.5,Not specified,On Campus (Format); 90 ECTS credits; Physics (Discipline); Astronomy & Space Sciences (Discipline),https://www.mastersportal.com/studies/340115/space-sciences-and-astronomy.html
https://storage-prtl-co.imgix.net/endor/studies/340497/covers/1782730173_malta-cover.png,University of Malta,M.A.,Financial Services,Malta,"Msida, Malta",Msida,"EUR 10,800/year (International); EUR 4,000/year (EU/EEA)",Not specified,18 months,Not specified,"October 5, 2026; February 9, 2027; June 8, 2027","Not specified; January 30, 2027; Not specified","Bachelor of Laws (Category II minimum) or Bachelor of Laws Honours (Second Class minimum): alternative route; Bachelor degree with Second Class Honours/Category II in Accountancy, Banking and Finance, Economics, or Insurance: alternative route; recognized professional qualifications in Accountancy or Accountancy and Auditing: alternative route; GPA: Lower Second Class minimum; English proficiency: TOEFL IBT 95 or PTE 71 or IELTS 6.5",Not specified,Finance (Subject Area); Financial Technology (Subject Area); On Campus (Format); English-taught; 90 ECTS credits,https://www.mastersportal.com/studies/340497/financial-services.html
https://storage-prtl-co.imgix.net/endor/studies/340846/covers/1782390287_malta-cover.png,University of Malta,M.Sc.,Biochemistry,Malta,"Msida, Malta",Msida,"EUR 8,933/year (International); Free (EU/EEA, plus EUR 400/year annual enrollment fee)",Not specified,18 months,Not specified,"October 4, 2027","July 1, 2027 (International); July 22, 2027 (National/EEA/EU)",Bachelor's degree in Medicine/Pharmacy/Dental Surgery or related field with at least Second Class Honours: required; GPA: Lower Second Class or equivalent; English proficiency: TOEFL IBT 95 or PTE Academic 71 or IELTS 6.5,"Applicants must be in possession of the degree of Doctor of Medicine and Surgery, or Bachelor of Dental Surgery, or Master of Dental Surgery, or Bachelor of Pharmacy (Honours) with at least Second Class (Honours), or related qualification",Research-focused (Format); Pharmaceutical/biomedical careers (Career Outcomes); PhD pathway available,https://www.mastersportal.com/studies/340500/biochemistry.html
https://storage-prtl-co.imgix.net/endor/studies/293825/covers/1782470921_malta-cover.png,University of Malta,M.Sc.,Biomedical Cybernetics,Malta,"Msida, Malta",Msida,"EUR 8,933/year (International); Free (EU/EEA, plus EUR 400/year annual enrollment fee)",Not specified,18 months,Not specified,"October 4, 2027","July 1, 2027 (International); July 22, 2027 (National/EEA/EU)",Bachelor of Engineering (Honours) with Second Class Honours minimum: alternative route; Bachelor of Science (Honours) with Second Class Honours in appropriate subjects: alternative route; Doctor of Medicine and Surgery: alternative route; Bachelor of Dental Surgery (Second Class Honours or better if from July 2009+): alternative route; Master of Dental Surgery (from July 2018+): alternative route; equivalent qualification: alternative route; GPA: Lower Second Class minimum; English proficiency: TOEFL iBT 95 OR PTE Academic 71 OR IELTS 6.5,Applicants must be in possession of one of the listed degrees with specified honours classification,Research-focused (Format); Cross-disciplinary study; Medical/biological systems focus (Subject Area); 90 ECTS credits; On Campus (Format),https://www.mastersportal.com/studies/340504/biomedical-cybernetics.html
https://storage-prtl-co.imgix.net/endor/studies/340594/covers/1782473184_malta-cover.png,University of Malta,M.Sc.,Clinical Biomechanics,Malta,"Msida, Malta",Msida,"EUR 13,400/year (International); Free (EU/EEA, plus EUR 400/year annual enrollment fee)",Not specified,18 months,Not specified,"October 4, 2027","July 1, 2027 (International); July 22, 2027 (National/EEA/EU)",Bachelor of Science (Honours) with at least Second Class honours from Faculty of Health Sciences in related area: required; Bachelor's degree with at least Second Class (Honours) in closely related discipline: alternative route; equivalent qualification deemed by Senate: alternative route; GPA: Lower Second Class; English proficiency: TOEFL IBT 95 OR PTE Academic 71 OR IELTS 6.5,Applicants must be in possession of the degree of Bachelor of Science (Honours) obtained with at least Second Class (Honours),On Campus (Format); Biology (Discipline); Physiotherapy (Discipline); 90 ECTS credits,https://www.mastersportal.com/studies/340513/clinical-biomechanics.html
https://storage-prtl-co.imgix.net/endor/studies/340520/covers/1782989361_malta-cover.png,University of Malta,M.A.,Transdisciplinary Childhood Studies,Malta,"Msida, Malta",Msida,"EUR 5,400/year (International); EUR 1,600/year (EU/EEA)",Not specified,3 years (part-time),Not specified,"October 5, 2026; October 5, 2027","July 22, 2026 (National); July 1, 2027 (International)",Bachelor's degree at Level 6 on Malta Qualifications Framework in childhood studies or related field: required; Third Class Honours minimum or Category III with 55% average in taught component: alternative route; GPA: Third Class; English proficiency: IELTS 6.5 or TOEFL IBT 95 or PTE Academic 71,Applicants must be in possession of a Bachelor's degree pegged at least at Level 6 on the Malta Qualifications Framework,Part-time (Format); On Campus (Format); Childhood Studies (Social Sciences); Education & Training (Discipline),https://www.mastersportal.com/studies/340515/transdisciplinary-childhood-studies.html
https://storage-prtl-co.imgix.net/endor/studies/340594/covers/1782473213_malta-cover.png,University of Malta,M.A.,Community Action and Development,Malta,"Msida, Malta",Msida,"EUR 5,400/year (International); EUR 1,600/year (EU/EEA)",Not specified,36 months,Not specified,October 2027,"July 1, 2027 (International); July 22, 2027 (National); July 22, 2027 (EEA/EU)",Lower Second Class Honours or Category II: required; Minimum 2 years' experience in community setting: required; Personal interview demonstrating aptitude and disposition: required,Bachelor degree from recognized higher education institution in relevant area of study with at least Second Class Honours or Category II; Minimum 2 years' experience working in community setting; Successful personal interview,Part-time (Format); Community Development (Subject Area); Social Sciences (Discipline); Public Policy (Discipline); Sociology (Discipline); On Campus (Format); English-taught,https://www.mastersportal.com/studies/340516/community-action-and-development.html
https://storage-prtl-co.imgix.net/endor/studies/340594/covers/1782473206_malta-cover.png,University of Malta,M.Sc.,Communication Therapy,Malta,"Msida, Malta",Msida,"EUR 13,400/year (International); Free (EU/EEA, plus EUR 400/year annual enrollment fee)",Not specified,18 months,Not specified,"October 5, 2026; October 5, 2027","July 22, 2026 (National); July 1, 2027 (International)","Bachelor of Science (Honours) with at least Second Class honours from Faculty of Health Sciences in related field: required; Bachelor's degree with Second Class honours in closely related discipline: alternative route; equivalent qualification deemed by Senate: alternative route; GPA: Lower Second Class; English proficiency: TOEFL IBT 95, PTE Academic 71, IELTS 6.5",Applicants must be in possession of relevant Bachelor degree with minimum Second Class (Honours) in related area of study,Research-focused (Format): dissertation-based; On Campus (Format),https://www.mastersportal.com/studies/340518/communication-therapy.html
https://storage-prtl-co.imgix.net/endor/studies/340517/covers/1782471127_malta-cover.png,University of Malta,M.Sc.,Civil Engineering,Malta,"Msida, Malta",Msida,"EUR 8,933/year (International); Free (EU/EEA, plus EUR 400/year annual enrollment fee)",Not specified,18 months,Not specified,"October 4, 2027","July 1, 2027 (International); July 22, 2027 (National); July 22, 2027 (EEA/EU)",GPA: Lower Second Class; English proficiency: TOEFL IBT 95 OR PTE Academic 71 OR IELTS 6.5,Applicants in possession of a first cycle degree classified with Third Class Honours or Category III may also be allowed to join the Course provided that they are first admitted into a Preparatory Programme,Research-focused (Format): by-research M.Sc.; Transportation Engineering (Focus Option); Hydrology (Focus Option); Structural Engineering (Focus Option); Materials and Pavements (Focus Option); Dissertation-based; 90 ECTS credits,https://www.mastersportal.com/studies/340519/civil-engineering.html
https://storage-prtl-co.imgix.net/endor/studies/340520/covers/1782989374_malta-cover.png,University of Malta,Master,Youth and Community Studies,Malta,"Msida, Malta",Msida,"EUR 1,600/year (EU/EEA); EUR 5,400/year (International)",Not specified,"36 months (3 years, part-time)",Not specified,"October 5, 2026; October 5, 2027","July 22, 2026 (National); July 1, 2027 (International)",Bachelor of Arts (Honours) in Youth and Community Studies: alternative route; Bachelor of Arts in Youth and Community Studies (pre-2004): alternative route; Honours degree from University of Malta or equivalent institution in relevant area with minimum 2 years' experience in youth/community setting: alternative route; GPA: Lower Second Class; English proficiency: TOEFL IBT 95 OR PTE Academic 71 OR IELTS 6.5,"Interview required for applicants meeting the relevant-experience criterion to demonstrate academic background, professional aptitude, and disposition",Part-time (Format): 36-month programme; On Campus (Format): Msida location; Public Policy (Discipline); Psychology (Discipline); Sociology (Discipline),https://www.mastersportal.com/studies/340520/youth-and-community-studies.html
https://storage-prtl-co.imgix.net/endor/studies/340560/covers/1782476568_malta-cover.png,University of Malta,MA,Conflict Resolution and Mediterranean Security,Malta,"Msida, Malta",Msida,"EUR 9,666/year",Not specified,18 months,Not specified,"October 4, 2027","July 1, 2027 (International); July 22, 2027 (National/EEA/EU)",GPA: Lower Second Class (Honours) or better; English proficiency: TOEFL IBT 95 OR PTE Academic 71 OR IELTS 6.5; First cycle degree with Second Class (Honours) or equivalent classification: required,First cycle degree with Second Class (Honours) or better classification required,Dual Degree (Programme Type): MSc Conflict Analysis and Resolution from George Mason University + MA from University of Malta; 90 ECTS credits; International Relations (Discipline); Political Science (Discipline); Terrorism & Security (Discipline),https://www.mastersportal.com/studies/340521/conflict-resolution-and-mediterranean-security.html
https://storage-prtl-co.imgix.net/endor/studies/340560/covers/1782476605_malta-cover.png,University of Malta,M.A.,Criminology,Malta,"Msida, Malta",Msida,"EUR 5,400 (International, Year 1 of 2 - Yr2: 5,400); EUR 1,560/year (EU/EEA)",Not specified,30 months (part-time),Not specified,"October 4, 2027","July 1, 2027 (International); July 22, 2027 (National/EEA/EU)",GPA: Lower Second Class; English requirement - TOEFL IBT 95 OR PTE Academic 71 OR IELTS 6.5; Bachelor degree with at least Second Class Honours in relevant area,90 ECTS credits over 5 semesters; Dissertation; Research Methods courses,90 ECTS credits; On Campus; Scholarships available; Top 5% worldwide (ranking),https://www.mastersportal.com/studies/340560/criminology.html
https://storage-prtl-co.imgix.net/endor/studies/340520/covers/1782989355_malta-cover.png,University of Malta,M.A.,Tourism and Culture,Malta,"Msida, Malta",Msida,"EUR 1,920/year (EU/EEA); EUR 5,400 (International, Year 1 of 2 - Yr2: 5,400)",Not specified,30 months (part-time),Not specified,October 2026; October 2027,"July 22, 2026 (National); July 1, 2027 (International)",GPA: Lower Second Class; TOEFL IBT: 95 OR PTE Academic: 71 OR IELTS: 6.5; Bachelor degree with at least Second Class Honours in Tourism Studies or related areas,90 ECTS credits; English language proficiency; Bachelor's degree from recognized university,90 ECTS credits; On Campus; Scholarships available; Top 5% worldwide (ranking),https://www.mastersportal.com/studies/340584/tourism-and-culture.html
https://storage-prtl-co.imgix.net/endor/studies/340735/covers/1782824721_malta-cover.png,University of Malta,M.A.,International Hospitality and Tourism Experience Management,Malta,"Msida, Malta",Msida,"EUR 1,920/year (EU/EEA); EUR 5,400 (International, Year 1 of 2 - Yr2: 5,400)",Not specified,30 months (part-time),Not specified,October 2026; February 2027; June 2027,Not specified; 2027-01-30; Not specified,GPA: Lower Second Class; TOEFL IBT: 95; PTE Academic: 71; IELTS: 6.5,Bachelor degree with at least Second Class Honours or Category II in Tourism Studies or related areas; or Bachelor degree with Third Class Honours or Category III plus additional qualifications and relevant experience,90 ECTS credits; On Campus; Scholarships available; Top 5% worldwide (ranking),https://www.mastersportal.com/studies/340593/international-hospitality-and-tourism-experience-management.html
https://storage-prtl-co.imgix.net/endor/studies/340594/covers/1782473220_malta-cover.png,University of Malta,M.Sc.,Information Systems,Malta,"Msida, Malta",Msida,8933 EUR / year (International); Free (EU/EEA),"EUR 400 (Annual Enrolment Fee, Local/EU/EEA)",18 months,Not specified,October (2027-10-04),International: 2027-07-01; National: 2027-07-22; EEA/EU: 2027-07-22,"GPA: Lower Second Class; Bachelor degree at Level 6 on Malta Qualifications Framework with Second Class Honours or Category II in ICT, Engineering, or related field, OR Third Class with additional qualifications/work experience, OR any other Honours degree with Second Class minimum; English: TOEFL iBT 95 OR PTE Academic 71 OR IELTS 6.5",Not specified,90 ECTS credits; On Campus; Scholarships available; Top 5% worldwide (ranking),https://www.mastersportal.com/studies/340594/information-systems.html
